,SYMBOL,Sector,NSE CODE
1039,SEMAC:NS,Industrial Products & Manufacturing G11,"NSE:SEMAC,"
1040,MANUGRAPH:NS,Industrial Products & Manufacturing G11,"NSE:MANUGRAPH,"
1041,MARSHALL:NS,Industrial Products & Manufacturing G11,"NSE:MARSHALL,"
1042,ARENTERP:NS,Industrial Products & Manufacturing G11,"NSE:ARENTERP,"
1043,PREMIER:NS,Industrial Products & Manufacturing G11,"NSE:PREMIER,"
1044,LAKPRE:NS,Industrial Products & Manufacturing G11,"NSE:LAKPRE,"
1045,GRINDWELL:NS,Industrial Products & Manufacturing G2,"NSE:GRINDWELL,"
1046,CARBORUNIV:NS,Industrial Products & Manufacturing G2,"NSE:CARBORUNIV,"
1047,LMW:NS,Industrial Products & Manufacturing G2,"NSE:LMW,"
1048,BEML:NS,Industrial Products & Manufacturing G2,"NSE:BEML,"
1049,ELGIEQUIP:NS,Industrial Products & Manufacturing G2,"NSE:ELGIEQUIP,"
1050,ELECON:NS,Industrial Products & Manufacturing G2,"NSE:ELECON,"
1051,ACE:NS,Industrial Products & Manufacturing G2,"NSE:ACE,"
1052,CRAFTSMAN:NS,Industrial Products & Manufacturing G3,"NSE:CRAFTSMAN,"
1053,KIRLOSENG:NS,Industrial Products & Manufacturing G3,"NSE:KIRLOSENG,"
1054,INGERRAND:NS,Industrial Products & Manufacturing G3,"NSE:INGERRAND,"
1055,VESUVIUS:NS,Industrial Products & Manufacturing G3,"NSE:VESUVIUS,"
1056,INOXINDIA:NS,Industrial Products & Manufacturing G3,"NSE:INOXINDIA,"
1057,TEGA:NS,Industrial Products & Manufacturing G3,"NSE:TEGA,"
1058,ISGEC:NS,Industrial Products & Manufacturing G3,"NSE:ISGEC,"
1059,KIRLPNU:NS,Industrial Products & Manufacturing G4,"NSE:KIRLPNU,"
1060,BALUFORGE:NS,Industrial Products & Manufacturing G4,"NSE:BALUFORGE,"
1061,ESABINDIA:NS,Industrial Products & Manufacturing G4,"NSE:ESABINDIA,"
1062,AJAXENGG:NS,Industrial Products & Manufacturing G4,"NSE:AJAXENGG,"
1063,SUNCLAY:NS,Industrial Products & Manufacturing G4,"NSE:SUNCLAY,"
1064,GMMPFAUDLR:NS,Industrial Products & Manufacturing G4,"NSE:GMMPFAUDLR,"
1065,KRN:NS,Industrial Products & Manufacturing G4,"NSE:KRN,"
1066,ROLEXRINGS:NS,Industrial Products & Manufacturing G5,"NSE:ROLEXRINGS,"
1067,LGBBROSLTD:NS,Industrial Products & Manufacturing G5,"NSE:LGBBROSLTD,"
1068,SHANTIGEAR:NS,Industrial Products & Manufacturing G5,"NSE:SHANTIGEAR,"
1069,INTERARCH:NS,Industrial Products & Manufacturing G5,"NSE:INTERARCH,"
1070,HARSHA:NS,Industrial Products & Manufacturing G5,"NSE:HARSHA,"
1071,SGLTL:NS,Industrial Products & Manufacturing G5,"NSE:SGLTL,"
1072,JASH:NS,Industrial Products & Manufacturing G5,"NSE:JASH,"
1073,VSTTILLERS:NS,Industrial Products & Manufacturing G6,"NSE:VSTTILLERS,"
1074,RPEL:NS,Industrial Products & Manufacturing G6,"NSE:RPEL,"
1075,WINDMACHIN:NS,Industrial Products & Manufacturing G6,"NSE:WINDMACHIN,"
1076,HLEGLAS:NS,Industrial Products & Manufacturing G6,"NSE:HLEGLAS,"
1077,SANGHVIMOV:NS,Industrial Products & Manufacturing G6,"NSE:SANGHVIMOV,"
1078,TIL:NS,Industrial Products & Manufacturing G6,"NSE:TIL,"
1079,HMT:NS,Industrial Products & Manufacturing G6,"NSE:HMT,"
1080,PIXTRANS:NS,Industrial Products & Manufacturing G7,"NSE:PIXTRANS,"
1081,RAJOOENG:NS,Industrial Products & Manufacturing G7,"NSE:RAJOOENG,"
1082,DEEDEV:NS,Industrial Products & Manufacturing G7,"NSE:DEEDEV,"
1083,ADOR:NS,Industrial Products & Manufacturing G7,"NSE:ADOR,"
1084,WENDT:NS,Industrial Products & Manufacturing G7,"NSE:WENDT,"
1085,UNIPARTS:NS,Industrial Products & Manufacturing G7,"NSE:UNIPARTS,"
1086,YUKEN:NS,Industrial Products & Manufacturing G7,"NSE:YUKEN,"
1087,EIMCOELECO:NS,Industrial Products & Manufacturing G8,"NSE:EIMCOELECO,"
1088,BOROSCI:NS,Industrial Products & Manufacturing G8,"NSE:BOROSCI,"
1089,CEWATER:NS,Industrial Products & Manufacturing G8,"NSE:CEWATER,"
1090,DIFFNKG:NS,Industrial Products & Manufacturing G8,"NSE:DIFFNKG,"
1091,STERTOOLS:NS,Industrial Products & Manufacturing G8,"NSE:STERTOOLS,"
1092,CONTROLPR:NS,Industrial Products & Manufacturing G8,"NSE:CONTROLPR,"
1093,GALAPREC:NS,Industrial Products & Manufacturing G8,"NSE:GALAPREC,"
1094,MAMATA:NS,Industrial Products & Manufacturing G9,"NSE:MAMATA,"
1095,KABRAEXTRU:NS,Industrial Products & Manufacturing G9,"NSE:KABRAEXTRU,"
1096,MACPOWER:NS,Industrial Products & Manufacturing G9,"NSE:MACPOWER,"
1097,BAJAJINDEF:NS,Industrial Products & Manufacturing G9,"NSE:BAJAJINDEF,"
1098,HERCULES:NS,Industrial Products & Manufacturing G9,"NSE:HERCULES,"
1099,MAZDA:NS,Industrial Products & Manufacturing G9,"NSE:MAZDA,"
1100,GUJAPOLLO:NS,Industrial Products & Manufacturing G9,"NSE:GUJAPOLLO,"
1101,JIOFIN:NS,Investment Banking & Broking G1,"NSE:JIOFIN,"
1102,MOTILALOFS:NS,Investment Banking & Broking G1,"NSE:MOTILALOFS,"
1103,ANGELONE:NS,Investment Banking & Broking G1,"NSE:ANGELONE,"
1104,JSWHL:NS,Investment Banking & Broking G1,"NSE:JSWHL,"
1105,CHOICEIN:NS,Investment Banking & Broking G1,"NSE:CHOICEIN,"
1106,IIFLCAPS:NS,Investment Banking & Broking G1,"NSE:IIFLCAPS,"
1107,SHAREINDIA:NS,Investment Banking & Broking G1,"NSE:SHAREINDIA,"
1108,DHANI:NS,Investment Banking & Broking G2,"NSE:DHANI,"
1109,MONARCH:NS,Investment Banking & Broking G2,"NSE:MONARCH,"
1110,GEOJITFSL:NS,Investment Banking & Broking G2,"NSE:GEOJITFSL,"
1111,INDOTHAI:NS,Investment Banking & Broking G2,"NSE:INDOTHAI,"
1112,PNBGILTS:NS,Investment Banking & Broking G2,"NSE:PNBGILTS,"
1113,DOLATALGO:NS,Investment Banking & Broking G2,"NSE:DOLATALGO,"
1114,UGROCAP:NS,Investment Banking & Broking G2,"NSE:UGROCAP,"
1115,CENTRUM:NS,Investment Banking & Broking G3,"NSE:CENTRUM,"
1116,5PAISA:NS,Investment Banking & Broking G3,"NSE:5PAISA,"
1117,SMCGLOBAL:NS,Investment Banking & Broking G3,"NSE:SMCGLOBAL,"
1118,CREST:NS,Investment Banking & Broking G3,"NSE:CREST,"
1119,BIRLAMONEY:NS,Investment Banking & Broking G3,"NSE:BIRLAMONEY,"
1120,VLSFINANCE:NS,Investment Banking & Broking G3,"NSE:VLSFINANCE,"
1121,PRIMESECU:NS,Investment Banking & Broking G3,"NSE:PRIMESECU,"
1122,THEINVEST:NS,Investment Banking & Broking G4,"NSE:THEINVEST,"
1123,ARIHANTCAP:NS,Investment Banking & Broking G4,"NSE:ARIHANTCAP,"
1124,EMKAY:NS,Investment Banking & Broking G4,"NSE:EMKAY,"
1125,NAHARCAP:NS,Investment Banking & Broking G4,"NSE:NAHARCAP,"
1126,SPCENET:NS,Investment Banking & Broking G4,"NSE:SPCENET,"
1127,NDGL:NS,Investment Banking & Broking G4,"NSE:NDGL,"
1128,ALMONDZ:NS,Investment Banking & Broking G4,"NSE:ALMONDZ,"
1129,KEYFINSERV:NS,Investment Banking & Broking G5,"NSE:KEYFINSERV,"
1130,INVENTURE:NS,Investment Banking & Broking G5,"NSE:INVENTURE,"
1131,INDBANK:NS,Investment Banking & Broking G5,"NSE:INDBANK,"
1132,STEELCITY:NS,Investment Banking & Broking G5,"NSE:STEELCITY,"
1133,DELPHIFX:NS,Investment Banking & Broking G5,"NSE:DELPHIFX,"
1134,GATECH:NS,Investment Banking & Broking G5,"NSE:GATECH,"
1135,DBSTOCKBRO:NS,Investment Banking & Broking G5,"NSE:DBSTOCKBRO,"
1136,BLBLIMITED:NS,Investment Banking & Broking G6,"NSE:BLBLIMITED,"
1137,21STCENMGM:NS,Investment Banking & Broking G6,"NSE:21STCENMGM,"
1138,KHANDSE:NS,Investment Banking & Broking G6,"NSE:KHANDSE,"
1139,GATECHDVR:NS,Investment Banking & Broking G6,"NSE:GATECHDVR,"
1140,JSWSTEEL:NS,Iron & Steel G1,"NSE:JSWSTEEL,"
1141,TATASTEEL:NS,Iron & Steel G1,"NSE:TATASTEEL,"
1142,JINDALSTEL:NS,Iron & Steel G1,"NSE:JINDALSTEL,"
1143,LLOYDSME:NS,Iron & Steel G1,"NSE:LLOYDSME,"
1144,BHARATFORG:NS,Iron & Steel G1,"NSE:BHARATFORG,"
1145,SAIL:NS,Iron & Steel G1,"NSE:SAIL,"
1146,JSL:NS,Iron & Steel G1,"NSE:JSL,"
1147,KRITIKA:NS,Iron & Steel G10,"NSE:KRITIKA,"
1148,KALYANIFRG:NS,Iron & Steel G10,"NSE:KALYANIFRG,"
1149,INCREDIBLE:NS,Iron & Steel G10,"NSE:INCREDIBLE,"
1150,DCM:NS,Iron & Steel G10,"NSE:DCM,"
1151,SHAH:NS,Iron & Steel G10,"NSE:SHAH,"
1152,HILTON:NS,Iron & Steel G10,"NSE:HILTON,"
1153,SHYAMCENT:NS,Iron & Steel G10,"NSE:SHYAMCENT,"
1154,SALSTEEL:NS,Iron & Steel G11,"NSE:SALSTEEL,"
1155,VASWANI:NS,Iron & Steel G11,"NSE:VASWANI,"
1156,ATAM:NS,Iron & Steel G11,"NSE:ATAM,"
1157,PRAKASHSTL:NS,Iron & Steel G11,"NSE:PRAKASHSTL,"
1158,SHAHALLOYS:NS,Iron & Steel G11,"NSE:SHAHALLOYS,"
1159,HISARMETAL:NS,Iron & Steel G11,"NSE:HISARMETAL,"
1160,ZENITHSTL:NS,Iron & Steel G11,"NSE:ZENITHSTL,"
1161,MWL:NS,Iron & Steel G12,"NSE:MWL,"
1162,SAMBHV:NS,Iron & Steel G12,"NSE:SAMBHV,"
1163,SCODATUBES:NS,Iron & Steel G12,"NSE:SCODATUBES,"
1164,GANGAFORGE:NS,Iron & Steel G12,"NSE:GANGAFORGE,"
1165,SUPREMEENG:NS,Iron & Steel G12,"NSE:SUPREMEENG,"
1166,KRIDHANINF:NS,Iron & Steel G12,"NSE:KRIDHANINF,"
1167,ANKITMETAL:NS,Iron & Steel G12,"NSE:ANKITMETAL,"
1168,GFSTEELS:NS,Iron & Steel G12,"NSE:GFSTEELS,"
1169,IMPEXFERRO:NS,Iron & Steel G12,"NSE:IMPEXFERRO,"
1170,APLAPOLLO:NS,Iron & Steel G2,"NSE:APLAPOLLO,"
1171,AIAENG:NS,Iron & Steel G2,"NSE:AIAENG,"
1172,WELCORP:NS,Iron & Steel G2,"NSE:WELCORP,"
1173,SHYAMMETL:NS,Iron & Steel G2,"NSE:SHYAMMETL,"
1174,PTCIL:NS,Iron & Steel G2,"NSE:PTCIL,"
1175,RATNAMANI:NS,Iron & Steel G2,"NSE:RATNAMANI,"
1176,KIOCL:NS,Iron & Steel G2,"NSE:KIOCL,"
1177,SARDAEN:NS,Iron & Steel G3,"NSE:SARDAEN,"
1178,JINDALSAW:NS,Iron & Steel G3,"NSE:JINDALSAW,"
1179,GPIL:NS,Iron & Steel G3,"NSE:GPIL,"
1180,AZAD:NS,Iron & Steel G3,"NSE:AZAD,"
1181,GALLANTT:NS,Iron & Steel G3,"NSE:GALLANTT,"
1182,RKFORGE:NS,Iron & Steel G3,"NSE:RKFORGE,"
1183,JAIBALAJI:NS,Iron & Steel G3,"NSE:JAIBALAJI,"
1184,MAHSEAMLES:NS,Iron & Steel G4,"NSE:MAHSEAMLES,"
1185,USHAMART:NS,Iron & Steel G4,"NSE:USHAMART,"
1186,HAPPYFORGE:NS,Iron & Steel G4,"NSE:HAPPYFORGE,"
1187,LLOYDSENGG:NS,Iron & Steel G4,"NSE:LLOYDSENGG,"
1188,MIDHANI:NS,Iron & Steel G4,"NSE:MIDHANI,"
1189,LLOYDSENT:NS,Iron & Steel G4,"NSE:LLOYDSENT,"
1190,SURYAROSNI:NS,Iron & Steel G4,"NSE:SURYAROSNI,"
1191,BANSALWIRE:NS,Iron & Steel G5,"NSE:BANSALWIRE,"
1192,SUNFLAG:NS,Iron & Steel G5,"NSE:SUNFLAG,"
1193,JAYNECOIND:NS,Iron & Steel G5,"NSE:JAYNECOIND,"
1194,KSL:NS,Iron & Steel G5,"NSE:KSL,"
1195,IMFA:NS,Iron & Steel G5,"NSE:IMFA,"
1196,PENIND:NS,Iron & Steel G5,"NSE:PENIND,"
1197,MAITHANALL:NS,Iron & Steel G5,"NSE:MAITHANALL,"
1198,GOODLUCK:NS,Iron & Steel G6,"NSE:GOODLUCK,"
1199,VENUSPIPES:NS,Iron & Steel G6,"NSE:VENUSPIPES,"
1200,PRAKASH:NS,Iron & Steel G6,"NSE:PRAKASH,"
1201,JTLIND:NS,Iron & Steel G6,"NSE:JTLIND,"
1202,VSSL:NS,Iron & Steel G6,"NSE:VSSL,"
1203,STEELCAS:NS,Iron & Steel G6,"NSE:STEELCAS,"
1204,HITECH:NS,Iron & Steel G6,"NSE:HITECH,"
1205,RAMASTEEL:NS,Iron & Steel G7,"NSE:RAMASTEEL,"
1206,MUKANDLTD:NS,Iron & Steel G7,"NSE:MUKANDLTD,"
1207,MSPL:NS,Iron & Steel G7,"NSE:MSPL,"
1208,ELECTHERM:NS,Iron & Steel G7,"NSE:ELECTHERM,"
1209,BHARATWIRE:NS,Iron & Steel G7,"NSE:BHARATWIRE,"
1210,HARIOMPIPE:NS,Iron & Steel G7,"NSE:HARIOMPIPE,"
1211,NELCAST:NS,Iron & Steel G7,"NSE:NELCAST,"
1212,STEELXIND:NS,Iron & Steel G8,"NSE:STEELXIND,"
1213,KAMDHENU:NS,Iron & Steel G8,"NSE:KAMDHENU,"
1214,RATNAVEER:NS,Iron & Steel G8,"NSE:RATNAVEER,"
1215,SGIL:NS,Iron & Steel G8,"NSE:SGIL,"
1216,SURAJLTD:NS,Iron & Steel G8,"NSE:SURAJLTD,"
1217,VRAJ:NS,Iron & Steel G8,"NSE:VRAJ,"
1218,TEMBO:NS,Iron & Steel G8,"NSE:TEMBO,"
1219,MAHASTEEL:NS,Iron & Steel G9,"NSE:MAHASTEEL,"
1220,BEDMUTHA:NS,Iron & Steel G9,"NSE:BEDMUTHA,"
1221,TIRUPATIFL:NS,Iron & Steel G9,"NSE:TIRUPATIFL,"
1222,MANAKSTEEL:NS,Iron & Steel G9,"NSE:MANAKSTEEL,"
1223,DPWIRES:NS,Iron & Steel G9,"NSE:DPWIRES,"
1224,VISASTEEL:NS,Iron & Steel G9,"NSE:VISASTEEL,"
1225,VSTL:NS,Iron & Steel G9,"NSE:VSTL,"
1226,TITAN:NS,Jewellery G1,"NSE:TITAN,"
1227,KALYANKJIL:NS,Jewellery G1,"NSE:KALYANKJIL,"
1228,PCJEWELLER:NS,Jewellery G1,"NSE:PCJEWELLER,"
1229,PNGJL:NS,Jewellery G1,"NSE:PNGJL,"
1230,SENCO:NS,Jewellery G1,"NSE:SENCO,"
1231,THANGAMAYL:NS,Jewellery G1,"NSE:THANGAMAYL,"
1232,RAJESHEXPO:NS,Jewellery G1,"NSE:RAJESHEXPO,"
1233,SKYGOLD:NS,Jewellery G2,"NSE:SKYGOLD,"
1234,VAIBHAVGBL:NS,Jewellery G2,"NSE:VAIBHAVGBL,"
1235,GOLDIAM:NS,Jewellery G2,"NSE:GOLDIAM,"
1236,DPABHUSHAN:NS,Jewellery G2,"NSE:DPABHUSHAN,"
1237,KDDL:NS,Jewellery G2,"NSE:KDDL,"
1238,MOTISONS:NS,Jewellery G2,"NSE:MOTISONS,"
1239,RGL:NS,Jewellery G2,"NSE:RGL,"
1240,TBZ:NS,Jewellery G3,"NSE:TBZ,"
1241,LGHL:NS,Jewellery G3,"NSE:LGHL,"
1242,MVGJL:NS,Jewellery G3,"NSE:MVGJL,"
1243,RADHIKAJWE:NS,Jewellery G3,"NSE:RADHIKAJWE,"
1244,RBZJEWEL:NS,Jewellery G3,"NSE:RBZJEWEL,"
1245,MOKSH:NS,Jewellery G3,"NSE:MOKSH,"
1246,SILGO:NS,Jewellery G3,"NSE:SILGO,"
1247,SHRINGARMS:NS,Jewellery G4,"NSE:SHRINGARMS,"
1248,BLUESTONE:NS,Jewellery G4,"NSE:BLUESTONE,"
1249,SHANTIGOLD:NS,Jewellery G4,"NSE:SHANTIGOLD,"
1250,BANARBEADS:NS,Jewellery G4,"NSE:BANARBEADS,"
1251,KANANIIND:NS,Jewellery G4,"NSE:KANANIIND,"
1252,LYPSAGEMS:NS,Jewellery G4,"NSE:LYPSAGEMS,"
1253,SAFARI:NS,Leisure Products,"NSE:SAFARI,"
1254,VIPIND:NS,Leisure Products,"NSE:VIPIND,"
1255,DELTACORP:NS,Leisure Products,"NSE:DELTACORP,"
1256,BIL:NS,Leisure Products,"NSE:BIL,"
1257,BCONCEPTS:NS,Leisure Products,"NSE:BCONCEPTS,"
1258,LICI:NS,Life Insurance,"NSE:LICI,"
1259,SBILIFE:NS,Life Insurance,"NSE:SBILIFE,"
1260,HDFCLIFE:NS,Life Insurance,"NSE:HDFCLIFE,"
1261,ICICIPRULI:NS,Life Insurance,"NSE:ICICIPRULI,"
1262,MFSL:NS,Life Insurance,"NSE:MFSL,"
1263,CONCOR:NS,Logistics G1,"NSE:CONCOR,"
1264,AEGISLOG:NS,Logistics G1,"NSE:AEGISLOG,"
1265,DELHIVERY:NS,Logistics G1,"NSE:DELHIVERY,"
1266,BLUEDART:NS,Logistics G1,"NSE:BLUEDART,"
1267,TCI:NS,Logistics G1,"NSE:TCI,"
1268,BLACKBUCK:NS,Logistics G1,"NSE:BLACKBUCK,"
1269,TVSSCS:NS,Logistics G1,"NSE:TVSSCS,"
1270,VRLLOG:NS,Logistics G2,"NSE:VRLLOG,"
1271,GATEWAY:NS,Logistics G2,"NSE:GATEWAY,"
1272,ALLCARGO:NS,Logistics G2,"NSE:ALLCARGO,"
1273,TCIEXP:NS,Logistics G2,"NSE:TCIEXP,"
1274,MAHLOG:NS,Logistics G2,"NSE:MAHLOG,"
1275,NAVKARCORP:NS,Logistics G2,"NSE:NAVKARCORP,"
1276,GKWLIMITED:NS,Logistics G2,"NSE:GKWLIMITED,"
1277,WCIL:NS,Logistics G3,"NSE:WCIL,"
1278,ACLGATI:NS,Logistics G3,"NSE:ACLGATI,"
1279,SNOWMAN:NS,Logistics G3,"NSE:SNOWMAN,"
1280,SVLL:NS,Logistics G3,"NSE:SVLL,"
1281,RITCO:NS,Logistics G3,"NSE:RITCO,"
1282,SICALLOG:NS,Logistics G3,"NSE:SICALLOG,"
1283,TARACHAND:NS,Logistics G3,"NSE:TARACHAND,"
1284,AVG:NS,Logistics G4,"NSE:AVG,"
1285,NECCLTD:NS,Logistics G4,"NSE:NECCLTD,"
1286,RUCHINFRA:NS,Logistics G4,"NSE:RUCHINFRA,"
1287,MAHESHWARI:NS,Logistics G4,"NSE:MAHESHWARI,"
1288,TOTAL:NS,Logistics G4,"NSE:TOTAL,"
1289,ACCURACY:NS,Logistics G4,"NSE:ACCURACY,"
1290,OBCL:NS,Logistics G4,"NSE:OBCL,"
1291,PATINTLOG:NS,Logistics G5,"NSE:PATINTLOG,"
1292,ARSHIYA:NS,Logistics G5,"NSE:ARSHIYA,"
1293,JETFREIGHT:NS,Logistics G5,"NSE:JETFREIGHT,"
1294,FSC:NS,Logistics G5,"NSE:FSC,"
1295,CASTROLIND:NS,Lubricants,"NSE:CASTROLIND,"
1296,GULFOILLUB:NS,Lubricants,"NSE:GULFOILLUB,"
1297,VEEDOL:NS,Lubricants,"NSE:VEEDOL,"
1298,NETWORK18:NS,Media-Diversified,"NSE:NETWORK18,"
1299,DISHTV:NS,Media-Diversified,"NSE:DISHTV,"
1300,NDLVENTURE:NS,Media-Diversified,"NSE:NDLVENTURE,"
1301,BAGFILMS:NS,Media-Diversified,"NSE:BAGFILMS,"
1302,BTML:NS,Media-Diversified,"NSE:BTML,"
1303,TVVISION:NS,Media-Diversified,"NSE:TVVISION,"
1304,ORTEL:NS,Media-Diversified,"NSE:ORTEL,"
1305,DNAMEDIA:NS,Media-Periodicals,"NSE:DNAMEDIA,"
1306,LAXMIDENTL:NS,Medical Equipment & Supplies,"NSE:LAXMIDENTL,"
1307,BIOCON:NS,Medical-BiomedBiotech,"NSE:BIOCON,"
1308,ERIS:NS,Medical-BiomedBiotech,"NSE:ERIS,"
1309,CONCORDBIO:NS,Medical-BiomedBiotech,"NSE:CONCORDBIO,"
1310,SPARC:NS,Medical-BiomedBiotech,"NSE:SPARC,"
1311,SIGACHI:NS,Medical-BiomedBiotech,"NSE:SIGACHI,"
1312,DRREDDY:NS,Medical-Diversified G1,"NSE:DRREDDY,"
1313,ABBOTINDIA:NS,Medical-Diversified G1,"NSE:ABBOTINDIA,"
1314,ALKEM:NS,Medical-Diversified G1,"NSE:ALKEM,"
1315,GLAXO:NS,Medical-Diversified G1,"NSE:GLAXO,"
1316,LAURUSLABS:NS,Medical-Diversified G1,"NSE:LAURUSLABS,"
1317,PPLPHARMA:NS,Medical-Diversified G1,"NSE:PPLPHARMA,"
1318,JBCHEPHARM:NS,Medical-Diversified G1,"NSE:JBCHEPHARM,"
1319,PFIZER:NS,Medical-Diversified G2,"NSE:PFIZER,"
1320,ASTRAZEN:NS,Medical-Diversified G2,"NSE:ASTRAZEN,"
1321,JUBLPHARMA:NS,Medical-Diversified G2,"NSE:JUBLPHARMA,"
1322,NATCOPHARM:NS,Medical-Diversified G2,"NSE:NATCOPHARM,"
1323,NEULANDLAB:NS,Medical-Diversified G2,"NSE:NEULANDLAB,"
1324,GRANULES:NS,Medical-Diversified G2,"NSE:GRANULES,"
1325,SANOFICONR:NS,Medical-Diversified G2,"NSE:SANOFICONR,"
1326,MARKSANS:NS,Medical-Diversified G3,"NSE:MARKSANS,"
1327,SHILPAMED:NS,Medical-Diversified G3,"NSE:SHILPAMED,"
1328,FDC:NS,Medical-Diversified G3,"NSE:FDC,"
1329,SUVEN:NS,Medical-Diversified G3,"NSE:SUVEN,"
1330,INNOVACAP:NS,Medical-Diversified G3,"NSE:INNOVACAP,"
1331,SEQUENT:NS,Medical-Diversified G3,"NSE:SEQUENT,"
1332,HIKAL:NS,Medical-Diversified G3,"NSE:HIKAL,"
1333,AARTIDRUGS:NS,Medical-Diversified G4,"NSE:AARTIDRUGS,"
1334,DCAL:NS,Medical-Diversified G4,"NSE:DCAL,"
1335,UNICHEMLAB:NS,Medical-Diversified G4,"NSE:UNICHEMLAB,"
1336,RPGLIFE:NS,Medical-Diversified G4,"NSE:RPGLIFE,"
1337,MOREPENLAB:NS,Medical-Diversified G4,"NSE:MOREPENLAB,"
1338,ORCHPHARMA:NS,Medical-Diversified G4,"NSE:ORCHPHARMA,"
1339,ALEMBICLTD:NS,Medical-Diversified G4,"NSE:ALEMBICLTD,"
1340,ZOTA:NS,Medical-Diversified G5,"NSE:ZOTA,"
1341,INDOCO:NS,Medical-Diversified G5,"NSE:INDOCO,"
1342,SOLARA:NS,Medical-Diversified G5,"NSE:SOLARA,"
1343,SYNCOMF:NS,Medical-Diversified G5,"NSE:SYNCOMF,"
1344,TTKHLTCARE:NS,Medical-Diversified G5,"NSE:TTKHLTCARE,"
1345,BAJAJHCARE:NS,Medical-Diversified G5,"NSE:BAJAJHCARE,"
1346,JAGSNPHARM:NS,Medical-Diversified G5,"NSE:JAGSNPHARM,"
1347,LINCOLN:NS,Medical-Diversified G6,"NSE:LINCOLN,"
1348,KOPRAN:NS,Medical-Diversified G6,"NSE:KOPRAN,"
1349,NGLFINE:NS,Medical-Diversified G6,"NSE:NGLFINE,"
1350,KILITCH:NS,Medical-Diversified G6,"NSE:KILITCH,"
1351,VENUSREM:NS,Medical-Diversified G6,"NSE:VENUSREM,"
1352,MEDICO:NS,Medical-Diversified G6,"NSE:MEDICO,"
1353,SMSLIFE:NS,Medical-Diversified G6,"NSE:SMSLIFE,"
1354,BALPHARMA:NS,Medical-Diversified G7,"NSE:BALPHARMA,"
1355,AAREYDRUGS:NS,Medical-Diversified G7,"NSE:AAREYDRUGS,"
1356,VAISHALI:NS,Medical-Diversified G7,"NSE:VAISHALI,"
1357,PAR:NS,Medical-Diversified G7,"NSE:PAR,"
1358,INDSWFTLTD:NS,Medical-Diversified G7,"NSE:INDSWFTLTD,"
1359,VINEETLAB:NS,Medical-Diversified G7,"NSE:VINEETLAB,"
1360,ORTINGLOBE:NS,Medical-Diversified G7,"NSE:ORTINGLOBE,"
1361,ALIVUS:NS,Medical-EthicalDrugs,"NSE:ALIVUS,"
1362,AARTIPHARM:NS,Medical-EthicalDrugs,"NSE:AARTIPHARM,"
1363,WINDLAS:NS,Medical-EthicalDrugs,"NSE:WINDLAS,"
1364,HESTERBIO:NS,Medical-EthicalDrugs,"NSE:HESTERBIO,"
1365,SAKAR:NS,Medical-EthicalDrugs,"NSE:SAKAR,"
1366,BIOFILCHEM:NS,Medical-EthicalDrugs,"NSE:BIOFILCHEM,"
1367,LASA:NS,Medical-EthicalDrugs,"NSE:LASA,"
1368,MANKIND:NS,Medical-Products,"NSE:MANKIND,"
1369,INDGN:NS,Medical-Products,"NSE:INDGN,"
1370,NURECA:NS,Medical-Products,"NSE:NURECA,"
1371,SYNGENE:NS,Medical-ResearchEqpSvc,"NSE:SYNGENE,"
1372,TARSONS:NS,Medical-ResearchEqpSvc,"NSE:TARSONS,"
1373,LALPATHLAB:NS,Medical-Services,"NSE:LALPATHLAB,"
1374,VIJAYA:NS,Medical-Services,"NSE:VIJAYA,"
1375,METROPOLIS:NS,Medical-Services,"NSE:METROPOLIS,"
1376,THYROCARE:NS,Medical-Services,"NSE:THYROCARE,"
1377,VIMTALABS:NS,Medical-Services,"NSE:VIMTALABS,"
1378,KRSNAA:NS,Medical-Services,"NSE:KRSNAA,"
1379,SUPRIYA:NS,Medical-Supplies,"NSE:SUPRIYA,"
1380,POLYMED:NS,Medical-SystemsEquip,"NSE:POLYMED,"
1381,LAXMIDENTL:NS,Medical-SystemsEquip,"NSE:LAXMIDENTL,"
1382,UNIVPHOTO:NS,Medical-SystemsEquip,"NSE:UNIVPHOTO,"
1383,BLUEJET:NS,Medical-WhlsleDrgSuppl,"NSE:BLUEJET,"
1384,VALIANTLAB:NS,Medical-WhlsleDrgSuppl,"NSE:VALIANTLAB,"
1385,EUROBOND:NS,Metal Fabrication,"NSE:EUROBOND,"
1386,HINDALCO:NS,Metal Fabrication G1,"NSE:HINDALCO,"
1387,SCHAEFFLER:NS,Metal Fabrication G1,"NSE:SCHAEFFLER,"
1388,NATIONALUM:NS,Metal Fabrication G1,"NSE:NATIONALUM,"
1389,NRBBEARING:NS,Metal Fabrication G1,"NSE:NRBBEARING,"
1390,AEROFLEX:NS,Metal Fabrication G1,"NSE:AEROFLEX,"
1391,EKC:NS,Metal Fabrication G1,"NSE:EKC,"
1392,MANAKCOAT:NS,Metal Fabrication G1,"NSE:MANAKCOAT,"
1393,GANDHITUBE:NS,Metal Fabrication G2,"NSE:GANDHITUBE,"
1394,HARDWYN:NS,Metal Fabrication G2,"NSE:HARDWYN,"
1395,MAANALU:NS,Metal Fabrication G2,"NSE:MAANALU,"
1396,MMP:NS,Metal Fabrication G2,"NSE:MMP,"
1397,MANAKSIA:NS,Metal Fabrication G2,"NSE:MANAKSIA,"
